total_revenue,total_orders,total_customers,total_sellers,avg_order_value,avg_delivery_days,late_delivery_rate,avg_rating
13591643.7,99441,96096,3095,136.68048088816482,12.472630534351753,0.07908635522160513,4.018139137857448
